match_id,team,opponent,venue,first_half_rate,second_half_rate,league
3825676,Villarreal,Getafe,Away,0.8936170212765957,0.9387755102040817,La Liga
3825674,Atlético Madrid,Espanyol,Home,0.5272727272727272,0.7916666666666666,La Liga
3825674,Espanyol,Atlético Madrid,Away,1.2641509433962264,0.6666666666666666,La Liga
3825673,Las Palmas,RC Deportivo La Coruña,Home,0.2826086956521739,0.54,La Liga
3825673,RC Deportivo La Coruña,Las Palmas,Away,0.6458333333333334,0.7058823529411765,La Liga
3825671,Celta Vigo,Sporting Gijón,Home,0.9347826086956522,0.4,La Liga
3825671,Sporting Gijón,Celta Vigo,Away,0.813953488372093,1.1891891891891893,La Liga
3825672,Málaga,Granada,Home,0.5217391304347826,0.30357142857142855,La Liga
3825672,Granada,Málaga,Away,0.7962962962962963,0.9545454545454546,La Liga
3825670,Levante UD,Real Betis,Home,0.8636363636363636,0.875,La Liga
3825670,Real Betis,Levante UD,Away,0.8367346938775511,0.37735849056603776,La Liga
3825669,Getafe,Rayo Vallecano,Home,0.6875,0.9393939393939394,La Liga
3825669,Rayo Vallecano,Getafe,Away,0.9622641509433962,0.8461538461538461,La Liga
3825668,Sporting Gijón,Levante UD,Home,1.1025641025641026,1.1395348837209303,La Liga
3825668,Levante UD,Sporting Gijón,Away,0.625,0.7045454545454546,La Liga
